grade_A_Component_1,grade_A_Component_2,max_luminosity,thickness,xmin,xmax,ymin,ymax,pixel_area,log_area,x_component_1,x_component_2,x_component_3,x_component_4,x_component_5,class
1,0,159,85,96,179,814821,816522,3383,3383.3833469974848,0,0,0,0,0,1
0,1,108,72,1304,1308,386364,384931,120,120.28956751218446,0,0,0,0,0,2
0,1,155,204,15,29,149244,149867,210,210.61164751955675,0,0,0,0,0,2
1,0,141,72,672,687,334777,335369,364,364.0508336223579,0,0,0,0,0,1
0,1,146,36,43,176,2606355,2605350,6478,6478.59142976769,0,0,1,0,0,1
1,0,135,95,1114,1130,2526940,2526457,963,963.3353700628353,0,0,0,0,0,2
0,1,189,197,1247,1253,82203,81234,110,110.14935531806971,0,0,0,0,0,2
0,1,126,301,1570,1584,73150,72128,501,501.75570915720783,0,0,0,0,0,2
0,1,150,75,1273,1299,375653,374251,2690,2690.937321265875,0,0,0,0,0,2
0,1,109,196,73,147,98703,97998,6373,6373.432143299675,0,0,0,0,0,2
0,1,96,38,5,11,1702407,1700861,326,326.53727098918364,1,0,0,0,0,1
0,1,258,41,1118,1133,2674349,2673754,353,353.3328460385178,0,0,0,0,0,2
0,1,144,44,95,108,2377700,2377859,706,706.7269833889479,1,0,0,0,0,1
1,0,146,70,835,859,310404,311006,536,536.986393393677,0,0,0,0,0,1
0,1,155,43,274,305,1564182,1563942,391,391.6211977124866,0,0,0,0,0,2
0,1,156,103,244,285,505427,505311,390,390.4468318595257,0,0,0,0,0,1
0,1,139,105,623,635,2105277,2105599,794,794.3391866391097,0,0,0,0,1,1
1,0,139,74,1268,1278,1340987,1339988,307,307.8023469197974,0,0,0,0,0,1
1,0,139,66,86,221,425095,425650,5282,5282.182070080163,0,1,0,0,0,1
1,0,135,59,947,964,1388169,1387892,211,211.9430319925648,0,0,0,0,0,1
0,1,129,39,44,214,2244610,2244129,7016,7016.812474053999,0,0,1,0,0,1
0,1,123,95,622,625,2172211,2173192,269,269.52104072582085,0,0,0,0,1,1
0,1,137,39,529,567,2235852,2236396,381,381.26263430240783,0,0,0,0,0,2
1,0,162,75,21,31,808105,808725,408,408.7325288496667,1,0,0,0,0,1
1,0,137,196,590,605,4201338,4202248,260,260.1223774566674,0,0,0,0,0,2
0,1,132,36,24,33,1049919,1049585,367,367.7052150526575,0,0,0,0,0,2
0,1,160,50,480,483,627495,627750,101,101.9517111830545,0,0,0,1,0,1
0,1,122,40,44,214,2069327,2069657,6534,6534.812230242558,0,0,1,0,0,1
1,0,132,103,435,732,4737054,4736798,2062,2062.071774532108,0,0,0,0,0,2
0,1,148,40,46,231,695713,696151,17850,17850.149704427393,0,0,1,0,0,1
1,0,153,75,406,416,634248,633858,188,188.82259416298498,0,1,0,0,0,1
0,1,147,38,952,977,2305297,2304988,340,340.1636980263518,0,0,0,0,0,2
1,0,135,74,189,209,1902244,1901258,139,139.4501870672605,0,1,0,0,0,1
0,1,148,49,805,814,274614,273219,33,33.365935542856334,0,0,0,1,0,1
0,1,146,42,784,809,798675,799437,616,616.2078585858214,0,0,0,0,0,2
1,0,119,75,116,132,1128215,1127963,163,163.96564654813156,0,1,0,0,0,1
1,0,137,68,227,244,506508,506654,355,355.45177730928503,0,1,0,0,0,1
1,0,175,69,22,28,1652814,1652479,394,394.86561229868903,1,0,0,0,0,1
1,0,158,79,381,438,1171626,1171467,238,238.39866553585898,0,0,0,0,0,1
0,1,137,45,518,537,621474,620395,855,855.3245888389534,0,0,0,0,0,2
0,1,132,41,1197,1206,521167,520940,384,384.13886300442044,0,0,0,0,0,1
0,1,112,53,1329,1342,2690597,2690706,433,433.1006022452075,1,0,0,0,0,1
0,1,136,51,1245,1250,796360,796419,261,261.7872726894318,0,0,0,1,0,1
0,1,151,49,979,980,971983,971587,285,285.0424279463906,0,0,0,1,0,1
1,0,121,70,1603,1610,1568742,1570325,218,218.1897586965111,0,0,0,0,0,1
1,0,146,97,550,563,2426411,2427071,244,244.18137318008368,0,0,0,0,0,2
1,0,148,72,36,54,2381983,2381127,1543,1543.7462832117667,0,1,0,0,0,1
1,0,164,143,123,137,785706,785830,90,90.4917114524795,0,0,0,0,1,1
0,1,133,151,510,515,105752,105841,577,577.3320628584315,1,0,0,0,0,1
1,0,101,65,1648,1682,951984,951860,839,839.3686871565209,0,0,0,0,0,1
1,0,162,86,967,975,71512,71884,117,117.1848621501889,0,0,0,0,0,1
0,1,154,42,524,570,267094,266742,298,298.4320299375315,0,0,0,0,0,2
1,0,96,197,635,649,5015145,5015479,465,465.09660269693677,0,0,0,0,0,2
0,1,141,197,9,16,393805,393322,216,216.06303567971278,0,0,0,0,0,2
1,0,154,72,1417,1441,5948432,5948265,308,308.55190908498236,0,0,0,0,1,1
1,0,89,203,638,642,340550,341532,408,408.17661095697645,0,0,0,0,0,2
0,1,155,155,76,94,778950,779638,1656,1656.7468323097294,1,0,0,0,0,1
0,1,145,37,39,228,702102,702050,18099,18099.40314071479,0,0,1,0,0,1
0,1,229,42,831,844,49097,48602,644,644.447141299911,0,0,1,0,0,1
0,1,134,178,1074,1083,372851,373458,304,304.02412543940926,0,0,0,0,0,2
0,1,129,36,434,444,99558,100595,783,783.408259512321,1,0,0,0,0,1
1,0,127,102,1589,1598,2492902,2494659,340,340.98091621874175,1,0,0,0,0,1
0,1,149,38,37,223,1285456,1284943,15836,15836.282223535809,0,0,1,0,0,1
0,1,131,44,46,218,1615241,1615403,6404,6404.210679986623,0,0,1,0,0,1
1,0,125,67,10,24,2153818,2153363,301,301.0103734919624,0,1,0,0,0,1
1,0,142,99,1395,1420,1216737,1215526,335,335.98572282490284,0,0,0,0,0,2
0,1,135,178,1195,1221,1184368,1183375,4155,4155.623081835089,0,1,0,0,0,1
0,1,143,35,606,737,2066862,2066528,2005,2005.732210560909,0,0,0,0,0,2
1,0,93,66,3,32,830919,830082,1152,1152.5936581567976,0,1,0,0,0,1
1,0,108,75,1608,1615,2158360,2159101,247,247.01100441457615,0,0,0,0,0,1
1,0,134,96,60,1247,4711659,4713037,15815,15815.642330129202,0,0,0,0,0,2
0,1,203,44,817,828,41055,39901,112,112.8415164376708,0,0,1,0,0,1
0,1,141,50,579,583,1188342,1187894,314,314.34333363430466,0,0,0,1,0,1
0,1,132,40,1071,1105,49843,49241,748,748.3866838870222,0,0,0,0,0,1
1,0,132,75,1065,1085,3327400,3327513,449,449.60917864735063,0,0,0,0,0,1
0,1,92,219,519,533,13802,14208,205,205.00681957232618,0,0,0,0,0,2
0,1,131,185,1206,1219,308151,308266,138,138.44213495591944,0,0,0,0,0,2
1,0,113,74,39,61,118805,118178,1676,1676.6256664890213,0,1,0,0,0,1
0,1,136,42,790,801,10409722,10409804,139,139.3793960875927,0,0,0,0,0,2
1,0,102,69,1644,1664,1554147,1554585,544,544.8609492378445,0,0,0,0,0,2
1,0,129,303,1058,1068,945761,945159,177,177.9490727620834,0,0,0,0,0,2
1,0,114,301,1124,1138,828969,829034,221,221.76644306016178,0,0,0,0,0,2
1,0,125,79,100,127,961907,960376,759,759.9894819099518,0,0,0,0,0,1
1,0,155,69,568,580,533368,531830,376,376.99509861951856,0,0,0,0,0,1
1,0,157,100,163,170,954466,953224,161,161.8199720390621,0,0,0,0,0,2
0,1,152,40,4,253,115310,114239,15687,15687.587140466889,0,0,1,0,0,1
0,1,129,170,132,174,440265,440424,522,522.3114568940272,0,0,0,0,0,2
0,1,146,45,39,186,2443093,2442591,5800,5800.809381451021,0,0,1,0,0,1
1,0,142,103,1299,1310,337927,337781,94,94.17882660656663,0,0,0,0,0,2
0,1,117,40,225,348,130107,130363,3421,3421.7059951044516,0,0,1,0,0,1
1,0,141,67,74,91,2033210,2033246,168,168.40702278469635,0,1,0,0,0,1
0,1,91,66,1332,1344,397696,398841,906,906.9601891958564,0,0,0,0,0,2
0,1,117,53,780,800,1197972,1198312,451,451.98187032179186,0,0,0,0,0,2
1,0,144,104,436,450,2688114,2689617,318,318.96442295295213,0,0,0,0,0,2
1,0,140,83,123,133,125154,126496,213,213.57065062472643,0,0,0,0,0,1
0,1,128,36,41,209,7300560,7300957,5088,5088.63316934772,0,0,1,0,0,1
0,1,148,45,577,585,228896,228041,627,627.192502366981,0,0,0,0,0,1
1,0,161,75,194,235,712773,712126,784,784.1717413961597,0,0,0,0,0,1
1,0,137,73,1594,1612,4345895,4344810,255,255.26458680735783,0,0,0,0,0,2
0,1,145,44,150,180,2765544,2764827,404,404.25801611176445,0,0,1,0,0,1
0,1,130,38,1054,1074,857606,857699,229,229.02950223342887,0,0,0,0,0,2
0,1,141,55,301,307,1027496,1029162,102,102.17989528640989,0,0,0,1,0,1
1,0,145,103,626,648,1969409,1968954,373,373.2716413110955,0,0,0,0,0,2
0,1,159,39,544,562,246974,248364,380,380.2501726736746,0,0,0,0,0,2
1,0,117,74,603,617,1266695,1265698,116,116.48772896783986,0,1,0,0,0,1
1,0,145,79,341,354,574701,574180,356,356.9386058044366,0,0,0,0,0,2
0,1,136,38,76,87,1119158,1118379,614,614.4367932864901,0,0,0,0,0,1
1,0,135,145,451,456,199920,201015,122,122.70169042272447,1,0,0,0,0,1
1,0,132,295,1089,1101,901871,901509,102,102.33633628685244,0,0,0,0,0,2
0,1,178,96,113,121,79995,79625,271,271.6094388743642,0,0,0,0,0,2
0,1,141,41,286,359,2286207,2285652,339,339.41225655240606,0,0,0,0,0,2
0,1,152,44,462,473,10368624,10369557,341,341.1666210575158,0,0,0,0,0,2
1,0,158,95,1166,1205,4638638,4639788,382,382.5707460829367,0,0,0,0,0,2
1,0,166,74,36,77,2412350,2412672,126,126.50364485184339,0,0,0,0,0,2
0,1,138,38,808,820,151041,151511,277,277.17653620708484,0,0,0,0,0,2
1,0,132,72,1213,1222,562673,562718,180,180.3675936216979,0,0,0,0,0,1
0,1,131,41,150,173,2974655,2975010,228,228.36244882726368,0,0,1,0,0,1
1,0,134,67,99,109,1890119,1888845,159,159.17808187644786,0,1,0,0,0,1
1,0,133,69,29,46,2433584,2433172,649,649.070384117407,0,1,0,0,0,1
0,1,152,55,861,868,858740,858251,134,134.89222676523056,0,0,0,1,0,1
0,1,163,38,39,228,875856,877839,19057,19057.920731570615,0,0,1,0,0,1
1,0,159,199,386,399,4138250,4137489,135,135.73505170772657,0,0,0,0,0,2
0,1,139,36,42,180,2573927,2573254,5936,5936.2444476430965,0,0,1,0,0,1
1,0,157,81,165,320,830052,830331,4697,4697.411371781676,0,0,0,0,0,1
0,1,125,220,550,560,87626,87769,572,572.5575768110716,0,0,0,0,0,2
0,1,132,93,1572,1584,563588,563792,925,925.8203203195397,1,0,0,0,0,1
1,0,177,75,957,976,2263815,2263455,199,199.6284209629166,0,0,0,0,0,2
0,1,153,44,42,207,1722780,1722414,12279,12279.365815743906,0,0,1,0,0,1
1,0,125,76,1138,1158,2265533,2266028,302,302.60314140655015,0,0,0,0,0,2
1,0,126,65,1518,1529,1206924,1205730,326,326.5727155904842,0,0,0,0,0,1
1,0,134,66,359,372,653601,652864,93,93.82855139498767,0,0,0,0,0,1
1,0,127,58,1626,1634,1702142,1703172,535,535.2179009132046,1,0,0,0,0,1
0,1,126,41,45,220,1473188,1474260,7073,7073.297682499136,0,0,1,0,0,1
0,1,151,41,139,160,178419,179698,328,328.81309277508933,0,0,1,0,0,1
0,1,128,304,237,255,103046,104137,324,324.8722253654092,0,0,0,0,0,2
0,1,137,170,1191,1202,1062879,1062102,368,368.11469655586177,0,1,0,0,0,1
0,1,147,150,110,120,813081,813354,665,665.7958129180594,1,0,0,0,0,1
1,0,103,210,623,635,309952,309838,112,112.01347428018907,1,0,0,0,0,1
1,0,154,81,95,108,4630633,4631581,230,230.9504689136756,0,0,0,0,0,1
0,1,120,41,40,217,2108521,2109906,6847,6847.209136537278,0,0,1,0,0,1
1,0,139,74,1066,1075,1379440,1380193,134,134.62528344102142,0,0,0,0,0,1
0,1,128,35,21,27,1989723,1989253,323,323.56886682308124,0,0,0,0,0,1
0,1,142,222,834,842,838825,838401,139,139.353552570114,1,0,0,0,0,1
0,1,137,44,236,254,64485,64585,435,435.50815739654263,0,0,1,0,0,1
1,0,149,115,1162,1174,1895765,1895920,98,98.52641902821783,0,0,0,0,0,2
0,1,131,38,64,203,7765657,7765602,4471,4471.189319815379,0,0,1,0,0,1
0,1,154,41,40,70,1385525,1385146,806,806.7680574056984,0,0,1,0,0,1
0,1,116,37,15,30,1085305,1084079,344,344.6727775843885,0,0,0,0,0,2
0,1,126,105,616,627,2196634,2196955,346,346.02270212145544,0,0,0,0,1,1
0,1,130,203,10,17,403152,403176,405,405.9554851949167,0,0,0,0,0,2
1,0,152,62,1131,1140,2828843,2829812,276,276.84861571321954,0,0,0,0,0,1
1,0,119,65,360,371,1411797,1412123,352,352.2315606934647,0,1,0,0,0,1
0,1,133,42,899,907,844711,844990,163,163.03329937326163,0,0,0,0,0,2
0,1,139,41,214,617,2277998,2276887,3339,3339.4358739670633,0,0,0,0,0,2
0,1,143,36,121,150,373110,373089,413,413.77433973307984,0,0,0,0,0,2
0,1,141,35,159,174,259278,260789,333,333.7637865711296,0,0,0,0,0,2
0,1,135,45,304,309,1738661,1738054,296,296.8052683884165,0,0,0,1,0,1
0,1,156,46,307,323,1041478,1042280,327,327.79431401897483,0,0,0,1,0,1
1,0,158,83,770,918,370376,371764,754,754.9608373732367,0,0,0,0,0,2
0,1,150,41,1078,1098,96062,96447,812,812.8728185970378,0,0,0,0,0,2
0,1,159,59,68,100,416768,418300,10984,10984.637897345763,1,0,0,0,0,1
1,0,129,74,1449,1463,2083247,2084943,144,144.3184086376865,0,0,0,0,0,1
1,0,158,145,742,753,311800,312279,293,293.25946675041786,0,0,0,0,0,2
0,1,128,128,225,239,718559,718161,399,399.20427441464676,1,0,0,0,0,1
1,0,156,76,1020,1037,2224759,2224344,339,339.55155333124503,0,0,0,0,0,2
0,1,132,39,981,991,891337,892069,120,120.83238887296629,0,0,0,0,0,2
0,1,139,41,51,67,4821666,4822480,660,660.7788039917772,1,0,0,0,0,1
0,1,133,41,9,20,1215599,1213874,177,177.52559183457265,0,0,0,0,0,2
0,1,128,105,625,634,1934305,1933619,205,205.0512569421233,0,0,0,0,1,1
1,0,125,81,1494,1507,547432,546834,401,401.44982486437664,0,0,0,0,0,1
0,1,132,44,23,38,1142782,1144109,407,407.3840001420279,0,0,0,0,0,2
1,0,141,69,296,310,1323540,1323485,327,327.0763012514385,0,1,0,0,0,1
0,1,139,38,552,569,4625843,4624635,226,226.10983922313002,0,0,0,0,0,1
0,1,126,55,284,293,119917,119784,152,152.66227152497183,0,0,0,0,0,2
1,0,130,66,84,89,2886924,2886285,230,230.1618850720321,0,0,0,0,0,2
0,1,133,42,18,35,991112,992158,422,422.645657236176,0,0,0,0,0,2
0,1,148,54,803,809,1341144,1341565,303,303.41497048763176,0,0,0,1,0,1
0,1,143,40,46,215,1444643,1446346,6416,6416.155456563551,0,0,1,0,0,1
1,0,100,72,1105,1117,1377206,1377412,330,330.23814225894336,0,0,0,0,0,2
0,1,149,43,42,216,2876438,2875591,6359,6359.3515066384,0,0,1,0,0,1
0,1,163,43,44,222,1221615,1222206,15715,15715.942460978125,0,0,1,0,0,1
0,1,141,35,350,359,899399,899752,331,331.2454569894478,0,0,0,0,0,2
0,1,146,178,982,992,724270,725032,254,254.78262420700025,0,0,0,0,0,1
0,1,151,42,187,213,401483,403172,498,498.1499344412022,0,0,0,0,0,2
0,1,136,39,44,189,2321975,2321676,9856,9856.125293922207,0,0,1,0,0,1
0,1,128,38,370,378,303876,303037,283,283.9719339721572,0,0,0,0,0,1
1,0,130,73,141,184,949241,948647,4096,4096.999576590189,0,1,0,0,0,1
0,1,128,178,753,766,424506,424376,328,328.1716220091908,0,0,0,0,0,1
0,1,225,101,982,1012,33687,34420,265,265.2794687937723,0,0,0,0,0,2
1,0,119,71,70,86,2002560,2000807,413,413.05519706236646,0,1,0,0,0,1
0,1,207,195,161,165,47686,47640,46,46.80224061199639,0,0,0,0,0,2
1,0,76,75,2,11,2551251,2550501,111,111.6649151810849,0,1,0,0,0,1
0,1,199,43,1029,1057,366065,366822,742,742.36582429571,0,0,1,0,0,1
0,1,135,45,159,182,588339,587629,248,248.82646119213473,0,0,0,0,0,2
1,0,108,72,79,86,1197743,1196742,358,358.2345576354522,0,1,0,0,0,1
0,1,206,40,52,120,547814,547843,265,265.7973845186091,0,0,0,0,0,2
1,0,134,97,933,941,272684,271056,312,312.85783596911403,0,0,0,0,0,1
1,0,92,68,5,20,220569,221124,345,345.8689733270123,0,1,0,0,0,1
1,0,107,72,10,26,2584016,2583192,303,303.8435338710618,0,1,0,0,0,1
1,0,136,75,53,80,1736662,1737350,274,274.7829877805026,0,1,0,0,0,1
1,0,137,74,57,72,4121132,4121427,192,192.47357934589053,0,0,0,0,0,1
0,1,141,225,149,174,233517,232682,2144,2144.1704516640284,0,0,0,0,0,2
0,1,148,45,491,501,4186854,4187826,70,70.66389353096224,0,0,0,0,0,1
1,0,126,55,782,788,1686525,1686644,141,141.62852529577373,1,0,0,0,0,1
0,1,140,41,1090,1099,5464629,5465603,322,322.4039862094862,0,0,0,0,0,1
1,0,117,65,1675,1690,1892306,1891660,135,135.530407226596,0,0,0,0,0,2
0,1,127,41,1226,1237,455232,456298,293,293.80915694389216,0,0,0,0,0,2
0,1,154,45,837,870,752515,754072,392,392.2247433918069,0,0,0,0,0,2
1,0,139,59,214,228,624599,625758,266,266.07061427409405,0,0,0,0,0,1
1,0,123,79,1593,1602,2338686,2339664,371,371.018195077608,0,0,0,0,0,1
1,0,111,85,800,825,2182744,2181957,128,128.90414779066614,0,0,0,0,0,2
0,1,140,44,26,32,892708,893482,142,142.2697554190436,0,0,0,0,0,2
0,1,132,42,44,219,2265037,2265537,6192,6192.752247571456,0,0,1,0,0,1
1,0,103,81,1569,1579,699139,698670,97,97.47057576867965,0,0,0,0,0,2
0,1,122,53,1672,1717,116411,117070,5508,5508.12514791828,0,0,0,0,0,2
1,0,111,66,1,39,813656,815042,7365,7365.313409298284,0,1,0,0,0,1
0,1,125,69,972,981,1245760,1246672,291,291.7031740361538,1,0,0,0,0,1
1,0,118,105,1614,1618,1944224,1945105,259,259.6225732540525,1,0,0,0,0,1
0,1,126,49,507,524,1998113,1998656,209,209.5652720825096,0,0,0,0,0,2
0,1,143,40,40,188,2311003,2310467,5783,5783.274543717301,0,0,1,0,0,1
0,1,152,52,1180,1193,1223035,1223231,78,78.90009669557185,0,0,0,1,0,1
0,1,130,47,1330,1338,4849125,4848757,481,481.28611578806965,0,0,0,0,0,1
1,0,149,69,1375,1399,5970870,5970861,196,196.55120979254679,0,0,0,0,1,1
0,1,121,40,43,196,743784,742829,5840,5840.100886244722,0,0,1,0,0,1
0,1,158,36,40,219,979809,979357,16087,16087.939098234783,0,0,1,0,0,1
0,1,137,41,1053,1058,3577661,3577894,308,308.2641197731748,0,0,0,0,0,1
0,1,135,91,1574,1585,435418,436063,425,425.3247083459327,1,0,0,0,0,1
0,1,130,41,42,198,643765,642791,6367,6367.623933299185,0,0,1,0,0,1
0,1,137,38,1203,1209,585308,585135,314,314.1585033564693,0,0,0,0,0,2
0,1,146,45,686,693,1619862,1619909,201,201.10720442197638,0,0,0,0,0,1
0,1,142,198,1605,1618,20411,20694,236,236.44131573598494,1,0,0,0,0,1
0,1,140,46,798,831,735921,736440,515,515.6934625700064,0,0,0,0,0,2
0,1,121,304,1588,1601,215287,213740,327,327.75757917230686,0,0,0,0,0,2
0,1,145,35,1284,1301,323318,323451,300,300.451099928218,0,0,0,0,0,1
0,1,168,100,219,227,199831,199344,286,286.7761331559727,0,0,0,0,0,2
0,1,135,35,8,21,1107788,1108104,493,493.6171769819825,0,0,0,0,0,2
0,1,130,35,45,219,2099424,2097823,7185,7185.817729451331,0,0,1,0,0,1
0,1,138,40,41,216,1392288,1392344,11584,11584.313304859701,0,0,1,0,0,1
0,1,140,88,1508,1515,1751088,1751830,471,471.19382568654225,1,0,0,0,0,1
0,1,135,45,47,221,1980554,1981697,7380,7380.690804853042,0,0,1,0,0,1
1,0,142,70,478,513,1347622,1346541,395,395.3404468676744,0,1,0,0,0,1
0,1,138,63,139,155,1293753,1294038,494,494.09926345691724,0,0,0,0,0,2
0,1,132,44,42,196,2300424,2300914,6051,6051.328747152304,0,0,1,0,0,1
1,0,124,65,99,111,190238,190315,241,241.08714770595134,0,1,0,0,0,1
0,1,109,222,205,225,104391,105584,252,252.5517511951989,0,0,0,0,0,2
0,1,129,45,46,188,143607,143544,4438,4438.1621084208555,0,0,1,0,0,1
0,1,137,39,45,199,452661,451492,6383,6383.999408880127,0,0,1,0,0,1
1,0,122,65,977,986,2564618,2562979,126,126.15569126432905,0,0,0,0,0,1
0,1,143,56,802,806,1029469,1029508,162,162.24341272576962,0,0,0,0,0,2
1,0,161,100,398,967,4614852,4615679,10458,10458.347692257703,0,0,0,0,0,2
1,0,142,65,213,227,1116727,1116565,74,74.54969660510034,0,1,0,0,0,1
1,0,119,80,1073,1086,2783999,2783471,292,292.07407172753375,0,0,0,0,0,1
1,0,165,148,695,713,663953,665320,163,163.2115050752128,0,0,0,0,0,2
0,1,160,49,156,191,674133,672384,305,305.36833623544925,0,0,0,0,0,2
0,1,130,149,584,592,231073,229973,511,511.01605987835705,1,0,0,0,0,1
1,0,117,75,53,72,1428609,1427375,1003,1003.2343001547089,0,1,0,0,0,1
1,0,147,69,1113,1131,238263,237886,380,380.0506164111494,0,0,0,0,0,1
1,0,167,72,114,144,4025547,4025699,179,179.57499455579998,0,0,0,0,0,2
0,1,112,56,1124,1134,94734,94967,233,233.5375087850567,0,0,0,0,0,2
0,1,137,39,39,192,1596696,1598272,13680,13680.049199755049,0,0,1,0,0,1
0,1,159,54,902,928,1411349,1411566,532,532.6859074490675,0,0,0,0,0,2
1,0,140,100,657,682,2135509,2134566,607,607.1431855423565,0,0,0,0,0,1
1,0,131,66,120,129,1913986,1914188,262,262.6251737437585,0,1,0,0,0,1
0,1,167,199,26,34,55286,56409,155,155.07021297423768,0,0,0,0,0,2
0,1,137,41,79,154,2595413,2595136,3017,3017.2684424421454,0,0,1,0,0,1
0,1,135,48,867,892,681704,681411,471,471.33592023460153,0,0,0,0,0,2
0,1,149,35,46,222,1196213,1196246,16248,16248.348105897849,0,0,1,0,0,1
0,1,138,100,623,632,2046413,2045675,506,506.2110588915044,0,0,0,0,1,1
1,0,143,78,729,741,1286653,1287308,143,143.27267394549543,0,0,0,0,0,1
1,0,102,77,5,16,972039,971312,1153,1153.087646029675,0,0,0,0,0,2
1,0,123,66,99,110,1551878,1551410,101,101.5175612843328,0,0,0,0,0,2
1,0,158,71,10,19,966981,966534,404,404.00046257735653,0,0,0,0,0,1
0,1,121,36,352,363,1116286,1115602,497,497.6056094668653,0,0,0,0,0,2
0,1,122,304,1579,1604,187740,187146,544,544.8046314337388,0,0,0,0,0,2
0,1,145,39,579,593,5915998,5916462,235,235.13378940987494,0,0,0,0,0,1
0,1,197,41,828,833,927567,927273,229,229.72385378078076,0,0,1,0,0,1
1,0,116,75,49,54,2409194,2408917,231,231.72246351854102,0,1,0,0,0,1
0,1,156,35,238,288,314152,314480,872,872.53513515483,0,0,0,0,0,2
0,1,138,45,273,296,1489227,1489514,255,255.07136296963873,0,0,0,0,0,2
0,1,137,39,503,511,262166,261647,268,268.3600790349396,0,0,0,0,0,1
0,1,117,35,357,377,928739,929178,498,498.0673716486922,0,0,0,0,0,2
0,1,201,45,946,956,509447,508238,189,189.5351871777048,0,0,1,0,0,1
1,0,105,63,1607,1623,3458041,3456785,424,424.2229170843243,0,0,0,0,0,1
1,0,137,69,386,394,1305513,1303791,93,93.86757815363704,0,0,0,0,0,1
0,1,142,37,102,117,1003146,1003587,276,276.2033415404709,0,0,0,0,0,2
0,1,160,43,39,194,1880743,1881828,12751,12751.075772741926,0,0,1,0,0,1
1,0,143,60,503,534,2454935,2455815,884,884.1678876619445,0,0,0,0,0,1
0,1,163,43,407,417,4024886,4025140,160,160.1203125905609,0,0,0,0,0,2
1,0,162,140,1401,1449,684204,684540,671,671.9713428551695,0,0,0,0,0,2
1,0,124,70,27,43,2669118,2669085,139,139.5103396763851,0,1,0,0,0,1
1,0,152,77,1373,1392,784067,783328,408,408.6146192962434,0,0,0,0,0,1
0,1,151,42,44,75,1207977,1207970,1169,1169.5199163432362,0,0,1,0,0,1
1,0,130,102,792,801,1060346,1061721,254,254.19544598699235,1,0,0,0,0,1
1,0,131,102,321,333,9754869,9754021,78,78.68248820623913,0,0,0,0,0,1
1,0,102,78,4,18,1007668,1006644,1246,1246.1533547243966,0,0,0,0,0,2
1,0,137,74,1446,1451,493125,491875,258,258.7027317260541,0,0,0,0,0,1
0,1,126,40,1330,1345,9768639,9768232,437,437.3218013635286,0,0,0,0,0,2
1,0,136,74,5,8,2938217,2938938,310,310.22760839556315,0,1,0,0,0,1
1,0,136,103,309,322,1315042,1314195,345,345.5060389321568,0,0,0,0,0,2
1,0,163,75,18,24,1488020,1488087,197,197.54732678719947,1,0,0,0,0,1
1,0,135,140,322,323,167160,167536,94,94.56348908018857,0,0,0,0,0,2
0,1,139,42,121,159,472830,473647,247,247.905941952795,0,0,1,0,0,1
0,1,138,43,287,294,455460,456266,102,102.22999809511248,0,0,0,0,0,1
0,1,155,104,627,641,2003675,2003234,1037,1037.3957395195177,0,0,0,0,1,1
1,0,139,74,21,35,2655938,2657588,302,302.82185922421644,0,1,0,0,0,1
1,0,144,70,186,202,387398,388352,136,136.59982177846507,0,1,0,0,0,1
1,0,149,58,565,576,1074405,1074741,205,205.7972700247711,0,0,0,0,0,1
1,0,130,69,1593,1614,3353395,3352866,552,552.3526873816002,0,0,0,0,0,1
0,1,127,43,45,222,2186546,2186525,6270,6270.330716289682,0,0,1,0,0,1
1,0,150,66,791,838,4104567,4104320,293,293.62419798146016,0,0,0,0,0,2
1,0,144,74,263,272,477469,476793,301,301.1657694367119,0,1,0,0,0,1
1,0,92,70,16,32,1104702,1105273,335,335.4635778249712,0,1,0,0,0,1
1,0,113,66,21,29,239560,239680,222,222.53902685607966,0,1,0,0,0,1
0,1,146,42,43,182,2563968,2562856,5535,5535.3722278128525,0,0,1,0,0,1
1,0,159,64,193,222,1283485,1283575,258,258.02262235838094,0,0,0,0,0,2
0,1,139,35,832,837,1874402,1873695,240,240.73662334843655,1,0,0,0,0,1
0,1,192,42,926,935,674738,675852,88,88.58548927510435,0,0,1,0,0,1
0,1,139,41,1239,1261,2401953,2402149,215,215.51615996441654,0,0,0,0,0,2
0,1,145,197,11,24,375560,374865,447,447.30378032570525,0,0,0,0,0,2
0,1,158,177,1020,1027,640470,638956,327,327.4294847692947,0,0,0,0,0,1
1,0,115,76,852,863,3658517,3657635,217,217.71089153166454,0,0,0,0,0,1
1,0,144,80,576,587,4234382,4234332,102,102.20286321407907,0,0,0,0,0,1
1,0,124,97,1260,1261,717844,718593,278,278.3725974477277,1,0,0,0,0,1
1,0,107,75,1641,1649,3009360,3009994,168,168.58150185849533,0,0,0,0,0,1
0,1,147,175,1183,1196,211315,210573,305,305.78675700955455,0,0,0,0,0,2
0,1,159,55,547,553,1819592,1819924,17,17.40761609605543,0,0,0,1,0,1
0,1,134,41,40,219,1517169,1516138,7177,7177.4971251122215,0,0,1,0,0,1
0,1,147,44,43,200,2290297,2290044,9810,9810.620181443996,0,0,1,0,0,1
0,1,137,49,304,313,1156141,1155327,211,211.3056903835056,0,0,0,1,0,1
0,1,149,45,46,219,1253841,1252639,14171,14171.527089012663,0,0,1,0,0,1
1,0,131,70,1152,1163,6042458,6042575,171,171.46077723851235,0,0,0,0,0,2
0,1,138,200,5,12,443789,444238,366,366.17475156367544,0,0,0,0,0,2
